license_num,historicallicensenum,status,business_name,dba_name,location_comments,applicant,manager,evening_phone,address,Neighborhood,gpsx,gpsy
LB-377260,,Active,"BOS-B Wine Bar, LLC",Vino Volo,"Airport Passenger Lounge known as Unit No. BB2-A24 in Terminal B of Logan Airport in two rooms on the first floor with a  total square footage of 1417 SF, with one entrance and two exits. With a Commercial Club designation under 204 CMR 2.15:1-4."," BOS-B Wine Bar, LLC", Tzuying Chen,,      Logan Airport Terminal B  ,East Boston,0,0
LB-378411,,Active,"Seaport Food and Beverage, LLC",,"The Residence Inn by Marriot Boston Downton/Seaport Hotel (the Hotel) is on six floors (+/-103,000 SF) with one hundred twenty (120) guest rooms, and four (4) exits and entrances with two (2) additional exits and entrances from its retail tenants (Sweetgreen and Caff Nero). The ground floor (an a"," Seaport Food and Beverage, LLC", Rosines Torres,,370     Congress ST,Boston,,
LB-349883,,Active,"Boston Winery, LLC",Boston Winery,"One story building, 2 separate rooms to be licensed, 4 entrances and 4 exists room 1( 2950 sq ft) room 2 (3822 sq ft) Totaling  6722 square feet."," Boston Winery, LLC", Ralph Bruno,,26-   Ericsson ST,Dorchester,780590.8653,2931673.154
LB-369935,,Active,"SODEXO OPERATIONS, LLC",The Lounge,Approximately 4762 SF of Airport Lounge space located in four rooms on a single level at Logan Airport with one entrance and 3 exits.," Sodexo Operations, LLC", Noah L. Smith,,300     Logan Airport Terminal C  ,East Boston,0,0
LB-363532,,Active,"Square Root Rozzie, LLC",The Square Root,"In one large room on first floor with bar, seating are and bathrooms, two entrances/exits, and four rooms in basement for storage and kitchen (980 S.F. Total)"," Square Root Rozzie, LLC", Anthony Giordano,,2-  Corinth ST,Roslindale,756140.8239,2929744.976
LB-361155,,Active,"Whiskey Town, LLC",The Quiet Few,"Approx. 1360 S.F. in one (1) room on the first floor, with one main dining room and bar area, kitchen and storage in rear of premises. Main entrance/exit on Sumner Street, with emergency exits in rear of premises.", Whiskey Town LLC, Joshua T. Weinstein,,331-  Sumner ST,East Boston,781555.7728,2959139.064
LB-369939,,Active,"SODEXO OPERATIONS, LLC",The Club,"Approximately 3506 SF of lounge space on a single floor located in Terminal E of Logan Airport with 86 seats, reception area, dining and buffet area, pantry, storage, restrooms, one entrance and two exits."," Sodexo Operations, LLC", Noah L. Smith,,500     Logan Airport Terminal E  ,East Boston,0,0
LB-363642,,Active,"Air Ventures, LLC",Lucca,"Interior space in Logan Airport Terminal B on one floor with 2 rooms (2959 SF), 1 entrance, 1 exit"," Air Ventures, LLC", Charles D. Garabedian,,      Logan Airport Terminal B  ,East Boston,0,0
LB-373394,,Active,"Delaware North Boston Flight, LLC",Pei Wei/Wolfgang Puck Pizza,"On one floor in 2 rooms each has a kitchen. Room 1 (Pei Wei) 17 seats with 1,102 sq. ft. Room 2 (Wolfgang Puck Pizza) 33 seats with 1,259 sq. ft. Annual patio concourse seating area of 1,877 sq. ft. same hours as restaurant. Two (2) entrances Two (2) exits. Liquor storage on premises: beer kegs in"," Delaware North Boston Flight, LLC", Mark V. Clemency,,1     Harborside DR,East Boston,784350.1546,2957811.768
LB-375375,,Active,"HSI MCA BOS FB, LLC",Kelly's Roast Beef,"Two-story Airport Terminal building at Logan International Airport; area to be licensed consists of two rooms on level two, Pier B of Terminal B, near Gate 7, and includes Space #BB2-A19 (1,601 square feet) and adjoining seating area (1,966 square feet), for a total of 3,567 square feet."," HSI MCA BOS FB, LLC", Saikou O. Boiro,,      Logan Airport Terminal B  ,East Boston,0,0
LB-371724,,Active,"Urban Food and Beverage, LLC",District 7 Tavern,"In one large room on first floor with bar, seating area and bathrooms, one entrance and two exits (824 Sq Ft)."," Urban Food and Beverage, LLC", Royal C. Smith,,380-   Warren ST,Roxbury,769286,2941180
LB-364796,CVICT2271,Active,B.EE.F. Inc.,Fasika Cafe,"Corner of Shawmut Ave and Roxbury Street. First floor of 3 story multi unit building. The total area is 750 Sq. ft., kitchen 350 Sq. Ft. Total - 20 seats and 1 unisex bathroom. One main entrance and two exits. Storage in basement."," B.EE.F., Inc.",Befekadu Defar,(617)628-9300,51-  Roxbury ST,Roxbury,768259.0598,2945447.172
LB-353657,,Active,Gurudev Corporation,Portside Market,"Three story building, first (ground) floor market to be licensed; In one room, 1 main entrance/exit (Total of 3,650 sq ft). Storage and office in rear of premises; alcohol displays located in rear of store.", GURUDEV CORPORATION, Rupalben Patel,,50-  Lewis St,East Boston,780219.7979,2959046.255
LB-368642,,Active,"RFS Store 110, Inc.",Richdale Food Shops,"Twelve story building (Tent City), first floor to be licensed, 3 rooms (main convenience store, bathroom & office in back), 1 entrance 1 exit (2,106 sq ft); No Basement. Total sq ft = 2,106"," RFS Store 110, Inc.", BARZNAB KHAN,,130-   Dartmouth ST,Boston,770759,2951680
LB-360433,,Active,"Evolution Resources, LLC",Soleil Restaurant,"Seven story building first floor to be licensed. 5 rooms, 2 entrances, 2 exits, basement for storage (600 Sq. FT). Total Sq. Ft. 3,893."," Evolution Resources, LLC", Cheryl Straughter,,2306-  Washington ST,Roxbury,768713.8229,2945614.271
LB-349943,,Active,"Luna's Restaurant, LLC",Luna's Restaurant,"One story building with a basement, a first floor dining area (1,200 SF), a lower level lounge (330 SF), and service/storage areas (1,270 SF). The total square footage of the proposed licensed building is 2,800 SF. Two entrances, three exits, a seating capacity for up to 49 occupants and an allowed "," Luna's Restaurant, LLC", Gloria Builes Restrepo,,945-   Saratoga ST,East Boston,788772.0663,2966280.408
LB-364254,CVICT1713,Active,"Ethiopian Cafe, Inc.",,"Has applied for a B.Y.O.B (Bring Your Own Bottle) License to be exercised on the above - Dining room, kitchen, small hall to bathroom. Basement with Walk-in. Zeleke Firehiwot, Manager. Hours of Operation: Tuesday - Friday: 5:00 PM - 11:00 PM; Saturday and Sunday: 12:00 PM - 11:00 PM."," Ethiopian Cafe, Inc.",Firehiwot Zeleke,,377A-  Centre ST,Jamaica Plain,761871.154,2942744.593
LB-357279,,Active,"Gora, Inc.",Wine Press,"196 Brookline Ave; Retail unit to be licensed on ground floor of Pierce Boston Building.  floor, 1 room (911 square feet) 1 entrance/exit, 1 bathroom. No basement, no storage room. Total square footage is 911 sq. feet"," Gora, Inc.", Aaron Mehta,,196-  Brookline AV,Boston,763795.1942,2950523.638
LB-353633,,Active,"Cardullo's Gourmet Food Shoppe, Inc.",Cardullo's Gourmet Shoppe,"On first floor (+/- 2,667 SF) consisting of one room and additional storage in rear.  Main entrance/exit on Seaport Boulevard and one service entry/fire exit."," Cardullo's Gourmet Food Shoppe, Inc.", Richard Wilson,,101-  Seaport BLVD,Boston,779063.4698,2953316.344
LB-353145,,Active,"GB LL HOLDINGS MA, LLC",goPuff,," GB LL Holdings MA, LLC", Richard T. Hanna,,371     Dorchester AVE,South Boston,775861.981,2947604.458
LB-353653,,Active,"HOME RUN CAFE, INC.",Home Run Cafe,Full service restaurant with approximately 30-40 tables and one bar with seating area. One main entrance and one exit.," Home Run Cafe, Inc.", Hector Guerrero Villar,,1269-   Massachusetts AVE,Dorchester,774444.9938,2942471.547
LB-352377,,Active,"Walden Local, Inc.",Walden Local Meat Co.,," Walden Local, Inc.", Charles J. Cummings,,316-   Shawmut AVE,Roxbury,772260.1133,2949934.84
LB-352398,,Active,"The Institute of Contemporary Art, Inc.",,," The Institute of Contemporary Art, Inc.", Emily Pacini,,25-  Harbor Shore  DR,Boston,779667.3434,2953905.597
LB-202317,,Active,"Ravello, LLC",Molinaris,"First floor area consist of single door entrance with outside vestibule, open kitchen 326 sf. 12 bar seats and table seating for 36, 2 bathrooms, ware washing kitchen 113 sf, prep kitchen 232 sf and basement for dry storage 2000 sf."," Ravello, LLC",Doreen Cincotta,,787-789  Adams ST,Dorchester,776332.3634,2928584.616
LB-351113,,Active,"Golden Naga, Inc.",Laughing Monk Cafe,"Restaurant on first floor of one story building (+/- 1,082 sq. ft.), two (2) rooms including kitchen/sushi bar/dining room (+/- 906 sq. ft.) and office/storage (+/- 176 sq. ft.) with one (1) entrance and one (1) exit."," Golden Naga, Inc.", Dome Nakapakorn,,737     Huntington AVE,Boston,762825,2947010
LB-303392,,Active,280 Friend Street Fee LLC,Hotel Indigo Boston,"Five story, 18 rooms per floor from floors 2-5 totaling 72 rooms. No outdoor space. Building is estimated 50,000 total square feet. First floor proposed reception area 250 sq. ft. First floor proposed restaurant and bar is 900 sq. ft. Lower level proposed conference room is 150 sq. ft. The hotel", 280 FRIEND STREET FEE LLC, PATRICK F. STRONG,,280     Friend ST,Boston,774577.3937,2958288.394
LB-311729,,Active,Perkins Square Restaurant LLC,Fat Baby Sushi & Cocktails,"Approximately 2,600 square feet of retail restaurant space on the first floor with one entrance and two exits, with seating, central bar area, restrooms, basement area, office space and storage.", Perkins Square Restaurant LLC,Michael Shaw,,118-   Dorchester ST,South Boston,778857,2947430
LB-202498,,Active,"Beverly Street Hotel 1B, LLC",,," Beverly Street Hotel 1B, LLC", NATASHA CASILLO,,107-  Beverly ST,Boston,775244.4173,2958564.981
LB-202298,,Active,"BUH2, LLC",,Restaurant and bar on first floor with kitchen and banquet space in lower level; main entrance on Temple Street with emergency access in rear.," BUH2, LLC",Brian Piccini,,52-  Temple PL,Boston,774729.8461,2954810.619
LB-162570,,Active,"BIG NIGHT VENUES BOSTON 4, LLC",Scorpion Bar & Restaurant/The Grand,"Approx 21,930 sq ft of floor area in a new building to be constructed at Seaport Square Lobby level 2,039 SF - The lobby entrance/exit on floor one has 3 doors Mid level 8,831 SF - Level 2, there are 3 exits, each lead back to the lobby Upper level 11,060 SF - Level 3, there are 3 exits, each lead b"," BIG NIGHT VENUES BOSTON 4, LLC", MICHAEL E. NACHMAN,(339)499-8617,25-  Northern AV,Boston,778468.1521,2954070.877
LB-314275,,Active,"LLH, LLC",Trader Joe's,"On a single floor consisting of approximately 16,785 square feet of ground level retail supermarket space with floor retail area, storage, break room, beverage cooler, restrooms, one entrance and five exits."," LLH, LLC", MATTHEW KOSCIAK,,199- N Harvard ST,Allston,756243.8218,2957700.424
LB-316991,,Active,"Patagonia, Inc.",Gyro City,"Two (2) floors with first floor to be licensed; first floor consisting of approximately 2,760 S.F including one (1) kitchen, two (2) coolers, two (2) bathrooms, kitchen storage and indoor seating capacity of approximately 40, with two (2) entrances and four (4) exits; basement floor for storage cons"," Panagiota, Inc", Polyvios J. Christopher,,181-  Chestnut Hill AVE,Brighton,749543.0272,2949773.352
LB-334563,,Active,"842 Beacon Street Liquors, LLC",Shippy's Warehouse Wine and Spirits,"Street level commercial building with first floor consisting of one room approximately 1,000 sq. ft. with downstairs storage room of approximately 600 sq. ft. to be licensed.  Total sq. ft. = 1,600. One entrance and 2 exits. In addition off the storage room is an emergency door for deliveries"," 842 Beacon Street Liquors, LLC", Cary Eyges,,842-   Beacon ST,Boston,763399.771,2951863.485
LB-332668,,Active,Namgyal Corporation,Back Bay Wine and Spirits,"Eleven story building, first floor unit to be licensed, in one (1) room, with one (1) entrance, two (2) exits. Total sq. ft. =1,087. Main entrance/exit on Dartmouth Street", Namgyal Corporation, Dawa Lama,,185     Dartmouth ST,Boston,770790.3466,2952352.389
LB-318030,,Active,"LSF LOGAN AIRPORT, LLC",Legal Sea Foods,"Space known as E3-A08 located in Term E Logan Airport consisting of 2428 SF. The premises consists of a 26 seat full service bar, 26 seats at tables located adjacent to the main bar and 32 seats located adjacent to the Restaurant."," LSF LOGAN AIRPORT, LLC", LEONARDO F. LEITE,,"      Logan Airport, Terminal E  ",East Boston,0,0
LB-312661,,Active,"Aceituna Cafe, LLC",Aceituna Cafe,In one room on first floor with kitchen and storage in rear. ," Aceituna Cafe, LLC", Samer Malak,,57-  Boston Wharf RD,Boston,779063.4698,2953316.344
LB-318110,,Active,"Jam ON, LLC",American Provisions,"2,553 Square feet, in one room on ground floor, main entrance/exit at the corner of Fuller Street and Dorchester Avenue, storage, kitchen and office in back of house; wine and malt beverage displays in rear of store."," Jam On, LLC",Andy Fadous,,1971-  Dorchester AVE,Dorchester,773833.5747,2928605.622
LB-202196,,Active,BENNINGTON1004 LLC,Renegades Pub,"Total Square Footage of premise = 1328 sq ft., In one room, on first floor, one entrance, two exits, basement for storage, kitchen in rear.", Bennington1004 LLC, KATIE DALY,,1004-   Bennington ST,Boston,789408.1652,2966397.781
LB-318027,,Active,"EK Boston Lounge, LLC",Emirates,"Airport Lounge on one floor, five rooms including airport waiting area with seating for one hundred twenty (120) patrons, kitchen, office, two (2) storage areas, one (1) entrance and three (3) exits", EK Boston Lounge LLC, James Francis Dykes,,"      Logan Airport, Terminal E  ",East Boston,0,0
LB-311978,,Active,"REBEL RESTAURANTS, INC.",Lawn on D,"19,000 total square feet with 3 lawn pads approximately 9,000 square feet (South Concourse). A tent roof top shelter of 5,000 square feet for food and beverage area. 800 square feet for cold and dry storage. A six foot lockable fence encircling the Lawn at the perimeter, there are 10 entrances/exits", Rebel Restaurants Inc.,Dean M. Pacheco,,420-  D ST,Boston,779068.719,2950645.157
LB-311416,,Active,711 CENTRE LLC,CASA VERDE,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN IN THE REAR, STORAGE IN THE BASEMENT.  14-Persons High Top Seats; 12-Persons Bar Dining Area; 12 Persons at Bar; 20 Persons Dining Area.", 711 CENTRE LLC, DAVID DOYLE,,711-   Centre ST,Jamaica Plain,760391,2938730
LB-311737,,Active,"Maharaj and Swami, LLC",Quick Pick Convenience,," Maharaj and Swami, LLC",Nimesh Rana,,971-   Tremont ST,Mission Hill,768623.705,2948302.407
LB-308323,CV7MWL0149,Active,CENT' ANNI CORPORATION,VICTORIA'S DINER,"Two rooms and kitchen first floor, function room and store-off in basement.  ", CENT' ANNI CORPORATION, DAMIAN MARCIANTE,,1024-   Massachusetts AVE,Roxbury,773306.8985,2944510.171
LB-309337,,Active,"Country Kitchen, Inc.",,One story building w/ full basement for storage; #838 has waiting area and takeout counter in front and kitchen area in back; #836 contains dining-in seating area in front with 5 tables and 19 seats which is the total seating capacity; back of #836 is a refrigeration area; ," Country Kitchen, Inc.",Arleen Thomas-Campbell,,838-   Blue Hill AVE,Dorchester,767840,2933180
LB-301847,,Active,"Frank Anthony's Gourmet Market, LLC",Frank Anthony's Seaport Boston,"A 2,745 square foot retail space located on the first floor of a fifteen story building."," Frank Anthony's Gourmet Market, LLC", MICHAEL PRISCO,,50-  Northern AVE,Boston,778847.9395,2954178.712
LB-309339,,Active,"EAT REAL FOOD, LLC",GRAY'S HALL,," EAT REAL FOOD, LLC", ANDY FADOUS,,615- E Broadway ,South Boston,780624.0886,2947576.885
LB-309815,,Active,"CPCB, LLC",Cornish Pasty,"The street level and lower level, containing approximately 2,276 square feet in total space including: First level, dining and kitchen an dpreparation areas; and on the lower level, s"," CPCB, LLC",Brandon Volkenant,,51A     Massachusetts AVE,Boston,767209.9768,2952726.992
