license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,Neighborhood,gpsx,gpsy
LB-418523,,Active,Retail All Alc.,2020-07-30,2022-12-31,OLKA Corporation,7-Eleven,NO SINGLES NIPS,"Single floor convenience store approx 3,540 square feet.",,11:00 PM,11:30 PM,0.0, OLKA Corporation, Oltion Kadilli,(617)426-2746,,55-   Berkeley ST,Boston,MA,Back_Bay,772278.999994948,2951600.00000878
LB-427987,,Active,Retail Malt Wine,2020-07-30,2022-12-31,"The Daily Market, LLC","The Daily Market, LLC",,"The premises includes a portion of the basement (650SF), specifically three rooms consisting of back-of-the-house storage space (walk in cooler, walk in freezer, and kitchen and preparation area), and the entirety of the commercial habitable space on the first floor (3,215SF), specifically front of",,9:00 PM,,0.0," The Daily Market, LLC", John C. McDonough,,,104-  Savin Hill AV,Dorchester,MA,Dorchester,776838.376864081,2939016.18575034
LB-423824,,Active,Retail Malt Wine,2020-05-19,2022-12-31,"Nouria Energy Retail, Inc. ",Nouria 198 Western Avenue,NO SINGLES,,,11:00 PM,,0.0, Nouria Energy Retail Inc., John Pszeniczny,,,198-  Western AVE,Allston,MA,Allston,756044.79395329,2957523.57452543
LB-410009,,Active,CV7 All Alc. Airp.,2020-03-04,2022-12-31,"SSP America BOS, LLC",Wahlburgers,Board granted request to begin service alcoholic beverages on Sundays 10 00 m with brunch," 3,033 sq. ft. restaurant located within Terminal C of Logan International Airport. One story with a kitchen and dining area. Dining area is 2,254 sq. ft. and kitchen is 779 sq. ft. 1 entrance 1 exit.",,9:00 PM,9:30 PM,100.0," SSP America BOS, LLC", Jacqueline Genao,(781)808-8354,,      Logan Airport 300 Terminal C  ,East Boston,MA,East_Boston,0.0,0.0
LB-418633,,Active,Retail Malt Wine,2020-02-12,2022-12-31,"Shree Kano, Inc.",Jamie's Variety,No singles,On first floor of building; sales area with cooler (+/- 826 SF); basement for storage (+/- 582 SF).,,11:00 PM,,0.0," Shree Kano, Inc.", Indravadan Patel,,,113-   H ST,South Boston,MA,South_Boston,780086.00000222,2947050.00000454
LB-414876,,Active,CV7 All Alc. Airp.,2020-02-11,2022-12-31,"Delaware North Boston Flight, LLC",B Good Burger,,"Restaurant concept in Terminal A, Space AM2-A09/25. On one floor in one room. Total square footage 1,357. Total seating is 22 seats, which are all table seating.",,2:00 AM,2:30 AM,32.0," Delaware North Boston Flight, LLC", Mark V. Clemency,,,100     Terminal RD,East Boston,MA,East_Boston,785396.803968415,2958229.8427222
LB-408105,,Active,CV7 All Alc. Airp.,2019-12-19,2022-12-31,"Delaware North Boston Flight, LLC",Mija Cantina,,"Restaurant/full bar concept in Terminal C, Space CB-A17/49A in Boston Airport. On one floor in one room one entrance one exit. Total Square Footage 2,560.",,2:00 AM,2:30 AM,125.0," Delaware North Boston Flight, LLC", Mark V. Clemency,(716)828-5162,,      Logan Airport Terminal C  ,East Boston,MA,East_Boston,0.0,0.0
LB-400460,,Active,CV7 All Alc. Airp.,2019-11-27,2022-12-31,"HSI MCA BOS FB, LLC",Santarpio's Pizza,,"Space CB2-A55 in Terminal C, Pier B at Loagan Airport 1,943 square feet.",,2:00 AM,2:30 AM,68.0," HSI MCA BOS FB, LLC", SAIKOU BOIRO,,,      Logan Airport Terminal C  ,East Boston,MA,East_Boston,0.0,0.0
LB-398570,,Active,CV7 All Alc. Airp.,2019-11-26,2022-12-31,"Air Ventures, LLC",Not Your Average Joe's,,"1 floor with a total of 4,000 sq. ft. with 1 entrance, 2 exits and seating capacity of 160. ",,2:00 AM,2:30 AM,184.0," Air Ventures, LLC", Charles D. Garabedian,,,      Logan Airport Terminal B  ,East Boston,MA,East_Boston,0.0,0.0
LB-374985,,Active,CV7 All Alc. Restrict.,2019-11-25,2021-12-31,"Bucktown Mission, LLC",Bucktown Chicken & Fish,,"Approximately 1,200 square feet in one (1) room on ground floor of three story building with emergency exit and kitchen in rear of premises. Approximately 1,084 square feet of storage in the basement. Main entrance/exit on Tremont Street.",,11:00 PM,11:30 PM,0.0," Bucktown Mission, LLC", Derrick A. Walters,,,1522-   Tremont ST,Boston,MA,Mission_Hill_Roxbury,764360.993764734,2946346.91000063
LB-383185,,Active,CV7 Malt Wine Liq. Restrict.,2019-11-21,2022-12-31,"Nicholas Chen Sound, LLC",Tavern of Tales,,"In eight rooms on ground floor with kitchen and bar, and office and storage (2,798 sf). Seasonal outdoor patio (April-November) on private property with seating for 24 patrons.",,1:00 AM,1:30 AM,69.0," Nicholas Chen Sound, LLC", Nicholas Chen,(857)600-6336,,1478-1484  Tremont ST,Mission Hill,MA,Mission_Hill_Roxbury,764681.056801145,2946174.73376612
LB-390565,,Active,CV7 All Alc. Airp.,2019-10-04,2022-12-31,"SSP America BOS, LLC",Temazcal,Board granted petition to serve alcohol with brunch on Sundays,"2,324 square foot area. 1,254 sf dining area with bar, 242 sf service area and 200 sf back of house. On one floor with two points of entry/exit.",,2:00 AM,2:30 AM,90.0," SSP America BOS, LLC", Jacqueline Genao,(781)808-8354,,300     Logan Airport Terminal B  ,East Boston,MA,East_Boston,0.0,0.0
LB-401642,,Active,Retail Malt Wine,2019-10-02,2022-12-31,"La Union Market and Butchery, Inc.",,NO SINGLES,"Ground floor store consisting of one (1) large room, approximately twelve hundred (1200) square feet, with an entrance in the front of the store. When you walk into the store, the check-out counter is on your right with a bathroom behind it. The store consists of three (3) aisles formed by shelving ",,11:00 PM,11:30 PM,0.0," La Union Market and Butchery, Inc.", Hector O. Reyes,(617)794-0722,(617)448-5755,105     Chelsea ST,East Boston,MA,East_Boston,781686.093635723,2961092.03396961
LB-402436,,Active,CV7 All Alc. Airp.,2019-09-26,2022-12-31,"Delaware North Boston Flight, LLC",Monica's Mercato,,"Terminal E, Space E3-A14/FC-04 . On one floor in one room. Seating 7 stools at bar w/ 1 ADA seat, table seating for 8 and 14 tools at a counter top/rail and 1 ADA seat. Total seating 32. Total Square Footage 1,382",,2:00 AM,2:30 AM,47.0," Delaware North Boston Flight, LLC", Mark V. Clemency,(716)858-5162,,"      Logan Airport, Terminal E  ",East Boston,MA,East_Boston,0.0,0.0
LB-400468,,Active,CV7 All Alc. Restrict.,2019-09-25,2022-12-31,"CMG 10 PO Square, LLC",Mariel,Board granted permission bottle service,"11,322 Total SF; On three levels (ground, mezzanine and basement) including 5,977 sf located on the 1st floor of the South Tower of the Building (the “Building”) containing lounge, bar, stage, main dining room, kitchen and restrooms; 3,621 sf located on the lower level of the Building containing bar",,2:00 AM,2:30 AM,501.0," CMG 10 PO Square, LLC", Michael Adkins,,,10-  Post Office SQ,Boston,MA,Chinatown_Financial_District,776213.280059088,2955617.61679348
LB-400360,,Active,CV7 All Alc. Airp.,2019-09-20,2022-12-31,"TASTES ON THE FLY LOGAN, LLC",Davio's,,"Full service restaurant with a bar on one floor past security in Terminal C at Logan Airport. Total of 2,309 square feet, a seating capacity of 93, and an occupancy of 150. ",,2:00 AM,2:30 AM,150.0," Tastes on the Fly Logan, LLC", Antonio Alicea,,,      Logan Airport Terminal C  ,East Boston,MA,East_Boston,0.0,0.0
LB-396004,,Active,CV7 Malt Wine Restrict.,2019-08-26,2022-12-31,"320 Cafe, LLC",Joe's 320 Cafe,,"3,800 sf: In one room on ground floor including 48 seats: 42 in dining room and 6 at a bar counter. Kitchen and storage in rear.  60 persons; 48 indoor seating & 12 outdoor seating.  ",,10:00 PM,10:30 PM,60.0," 320 Cafe, LLC", Joseph Adamo,(305)785-1745,,320-   Spring ST,West Roxbury,MA,West_Roxbury,744910.118913472,2924209.01166327
LB-392637,,Active,CV7ALN - Neighborhood Restricted,2019-08-21,2022-12-31,"Butter and Salt, LLC",Stillwater,,In two rooms with kitchen and storage on ground floor with seasonal (April-November) ourdoor patio on private property.,,2:00 AM,2:30 AM,140.0," Butter and Salt, LLC", Sarah Wade,(405)830-1751,,120-  Kingston ST,Boston,MA,Chinatown_Financial_District,775345.302913532,2953704.48031569
LB-396556,,Active,Retail All Alc.,2019-08-16,2022-12-31,Boston Beer Alley Corporation,Boston Beer Alley,No nips no singles,"On ground floor, in one room/stall, approximately 404 square feet of retail sales space within the Boston Public Market.",,8:00 PM,,0.0, Boston Beer Alley Corporation, Tony Rodriguez,(617)686-8055,,100-  Hanover ST,Boston,MA,Beacon_Hill,775760.784734204,2957310.54375809
LB-387106,,Active,Retail Malt Wine,2019-07-22,2022-12-31,"Corporacion Bani, Ltd.",Pimental Market,NO SINGLES," 1 story building with 1 entrance at the corner of Centre and Wyman Street and 1 exit on the Wyman street side, 1 room on the first floor containing approximately 1,100 sf with storage in the basement containing approximately 1,100 sf.",,11:00 PM,11:30 PM,0.0," Corporacion Bani, Ltd.", Luis Guerrero-Pena,,,340-   Centre ST,Jamaica Plain,MA,Jamaica_Plain,762565.892625913,2942759.89872055
LB-397007,,Active,CV7 Malt Wine Airp.,2019-07-11,2022-12-31,"Tastes SMA Logan, LLC",Berkshire Farms,, Grab-And-Go: food market with prepared food and beverage market.,,2:00 AM,2:30 AM,43.0," Tastes SMA Logan, LLC", Antonio Alicea,,,      Logan Airport Terminal A  ,East Boston,MA,East_Boston,0.0,0.0
LB-393241,,Active,Retail Malt Wine,2019-06-25,2022-12-31,"BAKER STREET MARKET & DELI, INC.",,NO SINGLES,On one floor approx 2000 sq ft 1 entrance 1 exit. Storage in basement.,,11:00 PM,,0.0," Baker Street Market & Deli, Inc.", Louis P. Dakayannis,,,419-  Baker ST,West Roxbury,MA,West_Roxbury,745585.049730092,2928839.76024358
LB-383161,,Active,CV7 Malt Wine Airp.,2019-05-14,2022-12-31,"Delaware North Boston Flight, LLC",B Good Burger,,"Quick Service Restaurant in Terminal B, Pier A, Space BA2-A13/BA-A09 in the Boston Airport in one room on one floor with 26 table seats plus standing rail window seating.",,2:00 AM,2:30 AM,32.0," Delaware North Boston Flight, LLC", Mark V. Clemency,(716)828-5162,,200     Terminal RD,East Boston,MA,East_Boston,786260.691515774,2957555.9447256
LB-383184,,Active,CV7 All Alc. Airp.,2019-05-14,2022-12-31,"Delaware North Boston Flight, LLC",Tico Tacos,,"Quick Service Restaurant in Terminal B, Pier A, Space BA2-A13/BA-A10 in the Boston Airport in one room on one floor with 24 table seats plus standing rail window seating.",,2:00 AM,2:30 AM,30.0," Delaware North Boston Flight, LLC", Mark V. Clemency,(716)828-5162,,200     Terminal RD,East Boston,MA,East_Boston,786260.691515774,2957555.9447256
LB-387124,,Active,Retail Malt Wine,2019-04-24,2022-12-31,"Markiro Market Place, Inc.",Lambert's Market Place,No singles hiring uniformed security guard on site Installation an ID scanner cameras sale nips Single serve wine or beer Owner will not advertise alcohol,"a/k/a 140 Tremont Street Boston, MA 02111. Single story, one room, approximately 3,000 square feet.",,11:00 PM,,0.0," Markiro Market Place, Inc.", Hany Gad,,,10-  Temple PL,Boston,MA,Chinatown_Financial_District,774438.016828969,2954902.13156386
LB-364899,,Active,CV7ALN - Neighborhood Restricted,2019-04-02,2022-12-31,"GM RESTAURANT ENTERPRISES, INC.",LA TERRAZA,,"In three floors, first floor to be used as a kitchen, dining room and service counter, second floor dining room, third floor for office space.  CAPACITY BREAKDOWN: 1ST FLOOR - 30, 2ND FLOOR - 50.",,2:00 AM,2:30 AM,80.0," GM RESTAURANT ENTERPRISES, INC.", Jorge E. Martinez,,(617)913-1201,19-   Bennington ST,East Boston,MA,East_Boston,781004.505539074,2962055.16721851
LB-382579,,Active,BYOB Bring Your Own Bottle,2019-03-20,2022-12-31,"JJ and JP, Inc.",Vaisakhi Indian Kitchen,,"Has applied for a B.Y.O.B (Bring Your Own Bottle) License to be exercised on the above - First floor kitchen and dining; with bathroom and basement. Baljit Singh, Manager. Hours of Operation: Monday - Friday 11:30 AM-10:30 PM.",5:00 PM,10:30 PM,11:00 PM,28.0," JJ and JP, Inc.",Baljit Singh,(617)505-5932,,157-   Sutherland RD,Brighton,MA,Brighton,751645.000007734,2949520.00000684
LB-379141,,Active,CV7 All Alc. Airp.,2019-03-15,2022-12-31,"SSP America BOS, LLC",Shojo,Board granted petition to serve alcoholic beverages 10 00 AM on Sundays," (2) Two story building/airport. One room on 2nd floor to be licensed 1,087 Sq Ft total.",,10:00 PM,10:30 PM,27.0," SSP America BOS, LLC", Jacqueline O. Genao,,,300     Logan Airport Terminal C  ,East Boston,MA,East_Boston,0.0,0.0
LB-382644,,Active,CV7 All Alc. Airp.,2019-03-08,2022-12-31,"Delaware North Boston Flight, LLC",Boston Bruins Bar,,"Full service bar in terminal A, Space AS-A07/17 in Boston Airport. In one room one floor 2 entrances 2 exits. Approx. total sq. ft. 1,430. Seating consist of 20 stools at bar (which includes 2 handicap), table seating for 20 and 5 stools at a counter top.",,2:00 AM,2:30 AM,56.0," Delaware North Boston Flight, LLC", Mark V. Clemency,,,100     Terminal RD,East Boston,MA,East_Boston,785396.803968415,2958229.8427222
LB-381128,,Active,Inn. All Alc. Restrict.,2019-03-07,2022-12-31,"MVC 40B, LLC",The Revolution Hotel,,"Eight floor hotel, with 7 guest floors with 32 rooms per floor, 2500 SF  year round patio on private property midnight closing hour, lobby, basement function area, and restaurant, total usable total floor area of 73,000 SF.",,2:00 AM,2:30 AM,0.0," MVC 40B, LLC", JACK BARDY,(617)375-2524,,40-   Berkeley ST,Boston,MA,Back_Bay,772166.323930845,2951381.14560857
LB-381261,,Active,CV7 Malt Wine Liq.,2019-02-22,2022-12-31,Post Office Square Redevelopment Corporation,,BOARD ABCC APPROVED petitition an approval management agreement between Post Office Square Redevelopment Corporation ZAT LLC,"Cafe on one (1) floor including an outdoor deck and patio. Cafe consists of +/- 970 sq. ft. with seating for thirty (30) patrons. Year-round outdoor patio consists of +/- 515 sq. ft. with seating for twenty (20) patrons. Year-round outdoor deck consists of +/- 1,425 sq. ft. with seating for eighty-t",,11:00 PM,11:30 PM,132.0, Post Office Square Redevelopment Corporation, Jared Maurice Mancini,(617)307-5064,,152-158  Congress ST,Boston,MA,Chinatown_Financial_District,776364.803963778,2955080.93816944
LB-377260,,Active,CV7 All Alc. Airp.,2019-01-10,2022-12-31,"BOS-B Wine Bar, LLC",Vino Volo,,"Airport Passenger Lounge known as Unit No. BB2-A24 in Terminal B of Logan Airport in two rooms on the first floor with a  total square footage of 1417 SF, with one entrance and two exits. With a Commercial Club designation under 204 CMR 2.15:1-4.",,2:00 AM,2:30 AM,84.0," BOS-B Wine Bar, LLC", Tzuying Chen,,,      Logan Airport Terminal B  ,East Boston,MA,East_Boston,0.0,0.0
LB-378411,,Active,Inn. All Alc. Restrict.,2018-12-12,2022-12-31,"Seaport Food and Beverage, LLC",,,"The Residence Inn by Marriot Boston Downton/Seaport Hotel (the “Hotel”) is on six floors (+/-103,000 SF) with one hundred twenty (120) guest rooms, and four (4) exits and entrances with two (2) additional exits and entrances from its retail tenants (Sweetgreen and Caffé Nero). The ground floor (an a",,2:00 AM,2:30 AM,0.0," Seaport Food and Beverage, LLC", Rosines Torres,,,370     Congress ST,Boston,MA,South_Boston,,
LB-349883,,Active,Farmer-Winery Pouring,2018-11-30,2022-12-31,"Boston Winery, LLC",Boston Winery,<STRONG><U></U></STRONG>,"One story building, 2 separate rooms to be licensed, 4 entrances and 4 exists room 1( 2950 sq ft) room 2 (3822 sq ft) Totaling  6722 square feet.",,11:00 PM,11:30 PM,0.0," Boston Winery, LLC", Ralph Bruno,,,26-   Ericsson ST,Dorchester,MA,Dorchester,780590.8653467,2931673.15419821
LB-369935,,Active,CV7 All Alc. Airp.,2018-11-29,2022-12-31,"SODEXO OPERATIONS, LLC",The Lounge,,Approximately 4762 SF of Airport Lounge space located in four rooms on a single level at Logan Airport with one entrance and 3 exits.,,2:00 AM,2:30 AM,60.0," Sodexo Operations, LLC", Noah L. Smith,(301)987-4454,,300     Logan Airport Terminal C  ,East Boston,MA,East_Boston,0.0,0.0
LB-363532,,Active,CV7 Malt Wine Liq. Restrict.,2018-11-21,2022-12-31,"Square Root Rozzie, LLC",The Square Root,,"In one large room on first floor with bar, seating are and bathrooms, two entrances/exits, and four rooms in basement for storage and kitchen (980 S.F. Total)",,1:00 AM,1:30 AM,68.0," Square Root Rozzie, LLC", Anthony Giordano,,,2-  Corinth ST,Roslindale,MA,Roslindale,756140.823860759,2929744.97636541
LB-369939,,Active,CV7 All Alc. Airp.,2018-11-09,2022-12-31,"SODEXO OPERATIONS, LLC",The Club,,"Approximately 3506 SF of lounge space on a single floor located in Terminal E of Logan Airport with 86 seats, reception area, dining and buffet area, pantry, storage, restrooms, one entrance and two exits.",,2:00 AM,2:30 AM,86.0," Sodexo Operations, LLC", Noah L. Smith,(301)987-4454,,500     Logan Airport Terminal E  ,East Boston,MA,East_Boston,0.0,0.0
LB-361155,,Active,CV7ALN - Neighborhood Restricted,2018-11-09,2022-12-31,"Whiskey Town, LLC",The Quiet Few,,"Approx. 1360 S.F. in one (1) room on the first floor, with one main dining room and bar area, kitchen and storage in rear of premises. Main entrance/exit on Sumner Street, with emergency exits in rear of premises.",,1:00 AM,1:30 AM,49.0, Whiskey Town LLC, Joshua T. Weinstein,,,331-  Sumner ST,East Boston,MA,East_Boston,781555.772751076,2959139.06434853
LB-363642,,Active,CV7 All Alc. Airp.,2018-11-09,2022-12-31,"Air Ventures, LLC",Lucca,,"Interior space in Logan Airport Terminal B on one floor with 2 rooms (2959 SF), 1 entrance, 1 exit",,2:00 AM,2:30 AM,137.0," Air Ventures, LLC", Charles D. Garabedian,(617)650-0151,,      Logan Airport Terminal B  ,East Boston,MA,East_Boston,0.0,0.0
LB-373394,,Active,CV7 Malt Wine Airp.,2018-11-09,2022-12-31,"Delaware North Boston Flight, LLC",Pei Wei/Wolfgang Puck Pizza,,"On one floor in 2 rooms each has a kitchen. Room 1 (Pei Wei) 17 seats with 1,102 sq. ft. Room 2 (Wolfgang Puck Pizza) 33 seats with 1,259 sq. ft. Annual patio concourse seating area of 1,877 sq. ft. same hours as restaurant. Two (2) entrances Two (2) exits. Liquor storage on premises: beer kegs in",,2:00 AM,2:30 AM,60.0," Delaware North Boston Flight, LLC", Mark V. Clemency,,,1     Harborside DR,East Boston,MA,East_Boston,784350.154589238,2957811.76847637
