,license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,zip,fulladdress,Latitude,Longitude
59,LB-424993,,Active,CV7 All Alc.,2021-03-05,2022-12-31,"Boston Diner Group, LLC",Charlie's Sandwich Shoppe,Board acknowledged request to serve alcohol in conjunction with brunch on Sundays beginning 10 00 AM,"Kitchen, dining room with 1 entrance/exit on 1st floor basement with 1 entrance/exit. Approximately 2,267 sq. ft. total capacity 30.",,2:00 AM,2:30 AM,30.0," Boston Diner Group, LLC",Damian Marciante,(617)536-7669,,429-   Columbus AVE,boston,MA,02116,"429-   Columbus AVE, Boston, MA, 02116",42.344130000045254,-71.07777000119484
60,LB-433376,,Active,CV7 Malt Wine,2021-03-04,2022-12-31,"Eagles Deli,Inc.",Eagles Deli,,First floor with basement for storage + two bathrooms. 6:00 AM to 11:00 PM,6:00 AM,11:00 PM,11:30 PM,60.0," EAGLES DELI, INC.", Yousaf Osmani,,(617)731-3232,1918-  Beacon ST,brighton,MA,02135,"1918-  Beacon ST, Brighton, MA, 02135",42.33652999998533,-71.14929000123234
61,LB-441473,,Active,CV7 Malt Wine,2020-12-11,2022-12-31,"NEWPOINT USA, LLC",My Happy Hunan Kitchen,,"A single story building attached to the left and right units with a front entrance and a back entrance.  The units to be licensed consist of approximately 3.992 sq. ft.  There is a kitchen, two bathrooms, and one large room for dining and a second smaller room for dining, together holding approximat",,10:00 PM,10:30 PM,120.0," New Point USA, LLC", Frank Zhang,(646)637-4227,,1924-  Beacon ST,brighton,MA,02135,"1924-  Beacon ST, Brighton, MA, 02135",42.3364201539684,-71.14957391845832
62,LB-424338,,Active,CV7 All Alc. Restrict.,2020-11-30,2022-12-31,"Jamaica Mi Hungry, LLC",Jamaica Mi Hungry,,"Single floor operation with one dining room 32 person occupancy, Seasonal (April-October) outdoor patio on private property seating for 15 people (approx 150 sq. ft.).",,1:00 AM,1:30 AM,32.0," Jamaica Mi Hungry, LLC",Ernie Campbell,(617)259-8017,,225     Centre ST,jamaicaplain,MA,02130,"225     Centre ST, Jamaica Plain, MA, 02130",42.32309011256098,-71.09905337598825
63,LB-432435,,Active,CV7 Malt Wine Liq. Restrict.,2020-11-27,2022-12-31,"J-Pizzle Boston, LLC",J-Pizle Kitchen,,In one room on the first floor with kitchen in the rear and storage in the basement.,7:00 AM,9:00 PM,9:30 PM,26.0, J-Pizzle Boston LLC, Cindy Villada-Toro,(617)524-7575,,536-  Centre ST,jamaicaplain,MA,02130,"536-  Centre ST, Jamaica Plain, MA, 02130",42.31686000022668,-71.11327000128765
64,LB-439874,,Active,CV7 Malt Wine Liq. Restrict.,2020-11-23,2022-12-31,"Cafe Bonjour, Inc.",Cafe Bonjour,,,,10:00 PM,10:30 PM,16.0," Cafe Bonjour, Inc.", Driss Elmokri,(781)475-4024,,55-  Temple PL,boston,MA,02111,"55-  Temple PL, Boston, MA, 02111",42.35492234076777,-71.06170779185145
65,LB-414874,,Active,CV7 All Alc. Airp.,2020-11-16,2022-12-31,"Delaware North Boston Flight, LLC",Alta Strada,,"Restaurant/full bar concept in Terminal A, Space AM2-A03/29. On one floor in one room. Total square footage 2,643. Total seating 24 at bar (22 seats plus 2 ADA) 68 table seats.",,2:00 AM,2:30 AM,106.0," Delaware North Boston Flight, LLC", Mark V. Clemency,,,100     Terminal RD,eastboston,MA,02128,"100     Terminal RD, East Boston, MA, 02128",42.36453986074342,-71.02181743226055
66,LB-434282,,Active,Retail All Alc.,2020-11-02,2022-12-31,"Blue Hills Liquors, Inc.",Discount Liquors,NO NIPS,"Front area for sales, rear for storage separated by walk in cooler",,11:00 PM,,0.0," Blue Hills Liquors, Inc.", Narendrakumar Patel,,,950     American Legion HWY,roslindale,MA,02131,"950     American Legion HWY, Roslindale, MA, 02131",42.27499294715187,-71.1147796553734
67,LB-418523,,Active,Retail All Alc.,2020-07-30,2022-12-31,OLKA Corporation,7-Eleven,NO SINGLES NIPS,"Single floor convenience store approx 3,540 square feet.",,11:00 PM,11:30 PM,0.0, OLKA Corporation, Oltion Kadilli,(617)426-2746,,55-   Berkeley ST,boston,MA,02116,"55-   Berkeley ST, Boston, MA, 02116",42.34653898601062,-71.07047912629783
68,LB-427987,,Active,Retail Malt Wine,2020-07-30,2022-12-31,"The Daily Market, LLC","The Daily Market, LLC",,"The premises includes a portion of the basement (650SF), specifically three rooms consisting of back-of-the-house storage space (walk in cooler, walk in freezer, and kitchen and preparation area), and the entirety of the commercial habitable space on the first floor (3,215SF), specifically front of",,9:00 PM,,0.0," The Daily Market, LLC", John C. McDonough,,,104-  Savin Hill AV,dorchester,MA,02125,"104-  Savin Hill AV, Dorchester, MA, 02125",42.311944326976224,-71.05385693268869
69,LB-423824,,Active,Retail Malt Wine,2020-05-19,2022-12-31,"Nouria Energy Retail, Inc. ",Nouria 198 Western Avenue,NO SINGLES,,,11:00 PM,,0.0, Nouria Energy Retail Inc., John Pszeniczny,,,198-  Western AVE,allston,MA,02134,"198-  Western AVE, Allston, MA, 02134",42.36300210179536,-71.13043668806155
70,LB-410009,,Active,CV7 All Alc. Airp.,2020-03-04,2022-12-31,"SSP America BOS, LLC",Wahlburgers,Board granted request to begin service alcoholic beverages on Sundays 10 00 m with brunch," 3,033 sq. ft. restaurant located within Terminal C of Logan International Airport. One story with a kitchen and dining area. Dining area is 2,254 sq. ft. and kitchen is 779 sq. ft. 1 entrance 1 exit.",,9:00 PM,9:30 PM,100.0," SSP America BOS, LLC", Jacqueline Genao,(781)808-8354,,      Logan Airport 300 Terminal C  ,eastboston,MA,02128,"      Logan Airport 300 Terminal C  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
71,LB-418633,,Active,Retail Malt Wine,2020-02-12,2022-12-31,"Shree Kano, Inc.",Jamie's Variety,No singles,On first floor of building; sales area with cooler (+/- 826 SF); basement for storage (+/- 582 SF).,,11:00 PM,,0.0," Shree Kano, Inc.", Indravadan Patel,,,113-   H ST,southboston,MA,02127,"113-   H ST, South Boston, MA, 02127",42.33394216357948,-71.04169057233248
72,LB-414876,,Active,CV7 All Alc. Airp.,2020-02-11,2022-12-31,"Delaware North Boston Flight, LLC",B Good Burger,,"Restaurant concept in Terminal A, Space AM2-A09/25. On one floor in one room. Total square footage 1,357. Total seating is 22 seats, which are all table seating.",,2:00 AM,2:30 AM,32.0," Delaware North Boston Flight, LLC", Mark V. Clemency,,,100     Terminal RD,eastboston,MA,02128,"100     Terminal RD, East Boston, MA, 02128",42.36453986074342,-71.02181743226055
73,LB-408105,,Active,CV7 All Alc. Airp.,2019-12-19,2022-12-31,"Delaware North Boston Flight, LLC",Mija Cantina,,"Restaurant/full bar concept in Terminal C, Space CB-A17/49A in Boston Airport. On one floor in one room one entrance one exit. Total Square Footage 2,560.",,2:00 AM,2:30 AM,125.0," Delaware North Boston Flight, LLC", Mark V. Clemency,(716)828-5162,,      Logan Airport Terminal C  ,eastboston,MA,02128,"      Logan Airport Terminal C  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
74,LB-400460,,Active,CV7 All Alc. Airp.,2019-11-27,2022-12-31,"HSI MCA BOS FB, LLC",Santarpio's Pizza,,"Space CB2-A55 in Terminal C, Pier B at Loagan Airport 1,943 square feet.",,2:00 AM,2:30 AM,68.0," HSI MCA BOS FB, LLC", SAIKOU BOIRO,,,      Logan Airport Terminal C  ,eastboston,MA,02128,"      Logan Airport Terminal C  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
75,LB-398570,,Active,CV7 All Alc. Airp.,2019-11-26,2022-12-31,"Air Ventures, LLC",Not Your Average Joe's,,"1 floor with a total of 4,000 sq. ft. with 1 entrance, 2 exits and seating capacity of 160. ",,2:00 AM,2:30 AM,184.0," Air Ventures, LLC", Charles D. Garabedian,,,      Logan Airport Terminal B  ,eastboston,MA,02128,"      Logan Airport Terminal B  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
76,LB-374985,,Active,CV7 All Alc. Restrict.,2019-11-25,2021-12-31,"Bucktown Mission, LLC",Bucktown Chicken & Fish,,"Approximately 1,200 square feet in one (1) room on ground floor of three story building with emergency exit and kitchen in rear of premises. Approximately 1,084 square feet of storage in the basement. Main entrance/exit on Tremont Street.",,11:00 PM,11:30 PM,0.0," Bucktown Mission, LLC", Derrick A. Walters,,,1522-   Tremont ST,boston,MA,02120,"1522-   Tremont ST, Boston, MA, 02120",42.33223000000427,-71.09986000123277
77,LB-383185,,Active,CV7 Malt Wine Liq. Restrict.,2019-11-21,2022-12-31,"Nicholas Chen Sound, LLC",Tavern of Tales,,"In eight rooms on ground floor with kitchen and bar, and office and storage (2,798 sf). Seasonal outdoor patio (April-November) on private property with seating for 24 patrons.",,1:00 AM,1:30 AM,69.0," Nicholas Chen Sound, LLC", Nicholas Chen,(857)600-6336,,1478-1484  Tremont ST,missionhill,MA,02120,"1478-1484  Tremont ST, Mission Hill, MA, 02120",42.33175341527875,-71.09867931098361
78,LB-390565,,Active,CV7 All Alc. Airp.,2019-10-04,2022-12-31,"SSP America BOS, LLC",Temazcal,Board granted petition to serve alcohol with brunch on Sundays,"2,324 square foot area. 1,254 sf dining area with bar, 242 sf service area and 200 sf back of house. On one floor with two points of entry/exit.",,2:00 AM,2:30 AM,90.0," SSP America BOS, LLC", Jacqueline Genao,(781)808-8354,,300     Logan Airport Terminal B  ,eastboston,MA,02128,"300     Logan Airport Terminal B  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
79,LB-401642,,Active,Retail Malt Wine,2019-10-02,2022-12-31,"La Union Market and Butchery, Inc.",,NO SINGLES,"Ground floor store consisting of one (1) large room, approximately twelve hundred (1200) square feet, with an entrance in the front of the store. When you walk into the store, the check-out counter is on your right with a bathroom behind it. The store consists of three (3) aisles formed by shelving ",,11:00 PM,11:30 PM,0.0," La Union Market and Butchery, Inc.", Hector O. Reyes,(617)794-0722,(617)448-5755,105     Chelsea ST,eastboston,MA,02128,"105     Chelsea ST, East Boston, MA, 02128",42.37244999958841,-71.03549000152428
80,LB-402436,,Active,CV7 All Alc. Airp.,2019-09-26,2022-12-31,"Delaware North Boston Flight, LLC",Monica's Mercato,,"Terminal E, Space E3-A14/FC-04 . On one floor in one room. Seating 7 stools at bar w/ 1 ADA seat, table seating for 8 and 14 tools at a counter top/rail and 1 ADA seat. Total seating 32. Total Square Footage 1,382",,2:00 AM,2:30 AM,47.0," Delaware North Boston Flight, LLC", Mark V. Clemency,(716)858-5162,,"      Logan Airport, Terminal E  ",eastboston,MA,02128,"      Logan Airport, Terminal E  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
81,LB-400468,,Active,CV7 All Alc. Restrict.,2019-09-25,2022-12-31,"CMG 10 PO Square, LLC",Mariel,Board granted permission bottle service,"11,322 Total SF; On three levels (ground, mezzanine and basement) including 5,977 sf located on the 1st floor of the South Tower of the Building (the “Building”) containing lounge, bar, stage, main dining room, kitchen and restrooms; 3,621 sf located on the lower level of the Building containing bar",,2:00 AM,2:30 AM,501.0," CMG 10 PO Square, LLC", Michael Adkins,,,10-  Post Office SQ,boston,MA,02109,"10-  Post Office SQ, Boston, MA, 02109",42.35750812679276,-71.05584837162418
82,LB-400360,,Active,CV7 All Alc. Airp.,2019-09-20,2022-12-31,"TASTES ON THE FLY LOGAN, LLC",Davio's,,"Full service restaurant with a bar on one floor past security in Terminal C at Logan Airport. Total of 2,309 square feet, a seating capacity of 93, and an occupancy of 150. ",,2:00 AM,2:30 AM,150.0," Tastes on the Fly Logan, LLC", Antonio Alicea,,,      Logan Airport Terminal C  ,eastboston,MA,02128,"      Logan Airport Terminal C  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
83,LB-396004,,Active,CV7 Malt Wine Restrict.,2019-08-26,2022-12-31,"320 Cafe, LLC",Joe's 320 Cafe,,"3,800 sf: In one room on ground floor including 48 seats: 42 in dining room and 6 at a bar counter. Kitchen and storage in rear.  60 persons; 48 indoor seating & 12 outdoor seating.  ",,10:00 PM,10:30 PM,60.0," 320 Cafe, LLC", Joseph Adamo,(305)785-1745,,320-   Spring ST,westroxbury,MA,02132,"320-   Spring ST, West Roxbury, MA, 02132",42.271709999966895,-71.17211000129306
84,LB-392637,,Active,CV7ALN - Neighborhood Restricted,2019-08-21,2022-12-31,"Butter and Salt, LLC",Stillwater,,In two rooms with kitchen and storage on ground floor with seasonal (April-November) ourdoor patio on private property.,,2:00 AM,2:30 AM,140.0," Butter and Salt, LLC", Sarah Wade,(405)830-1751,,120-  Kingston ST,boston,MA,02111,"120-  Kingston ST, Boston, MA, 02111",42.352270799377195,-71.0590962669484
85,LB-396556,,Active,Retail All Alc.,2019-08-16,2022-12-31,Boston Beer Alley Corporation,Boston Beer Alley,No nips no singles,"On ground floor, in one room/stall, approximately 404 square feet of retail sales space within the Boston Public Market.",,8:00 PM,,0.0, Boston Beer Alley Corporation, Tony Rodriguez,(617)686-8055,,100-  Hanover ST,boston,MA,02108,"100-  Hanover ST, Boston, MA, 02108",42.362160000176615,-71.05749000116784
86,LB-387106,,Active,Retail Malt Wine,2019-07-22,2022-12-31,"Corporacion Bani, Ltd.",Pimental Market,NO SINGLES," 1 story building with 1 entrance at the corner of Centre and Wyman Street and 1 exit on the Wyman street side, 1 room on the first floor containing approximately 1,100 sf with storage in the basement containing approximately 1,100 sf.",,11:00 PM,11:30 PM,0.0," Corporacion Bani, Ltd.", Luis Guerrero-Pena,,,340-   Centre ST,jamaicaplain,MA,02130,"340-   Centre ST, Jamaica Plain, MA, 02130",42.322409999754306,-71.1065600013379
87,LB-397007,,Active,CV7 Malt Wine Airp.,2019-07-11,2022-12-31,"Tastes SMA Logan, LLC",Berkshire Farms,, Grab-And-Go: food market with prepared food and beverage market.,,2:00 AM,2:30 AM,43.0," Tastes SMA Logan, LLC", Antonio Alicea,,,      Logan Airport Terminal A  ,eastboston,MA,02128,"      Logan Airport Terminal A  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
88,LB-393241,,Active,Retail Malt Wine,2019-06-25,2022-12-31,"BAKER STREET MARKET & DELI, INC.",,NO SINGLES,On one floor approx 2000 sq ft 1 entrance 1 exit. Storage in basement.,,11:00 PM,,0.0," Baker Street Market & Deli, Inc.", Louis P. Dakayannis,,,419-  Baker ST,westroxbury,MA,02132,"419-  Baker ST, West Roxbury, MA, 02132",42.28440999989569,-71.16955000109613
89,LB-383161,,Active,CV7 Malt Wine Airp.,2019-05-14,2022-12-31,"Delaware North Boston Flight, LLC",B Good Burger,,"Quick Service Restaurant in Terminal B, Pier A, Space BA2-A13/BA-A09 in the Boston Airport in one room on one floor with 26 table seats plus standing rail window seating.",,2:00 AM,2:30 AM,32.0," Delaware North Boston Flight, LLC", Mark V. Clemency,(716)828-5162,,200     Terminal RD,eastboston,MA,02128,"200     Terminal RD, East Boston, MA, 02128",42.362677345436445,-71.0186349806504
90,LB-383184,,Active,CV7 All Alc. Airp.,2019-05-14,2022-12-31,"Delaware North Boston Flight, LLC",Tico Tacos,,"Quick Service Restaurant in Terminal B, Pier A, Space BA2-A13/BA-A10 in the Boston Airport in one room on one floor with 24 table seats plus standing rail window seating.",,2:00 AM,2:30 AM,30.0," Delaware North Boston Flight, LLC", Mark V. Clemency,(716)828-5162,,200     Terminal RD,eastboston,MA,02128,"200     Terminal RD, East Boston, MA, 02128",42.362677345436445,-71.0186349806504
91,LB-387124,,Active,Retail Malt Wine,2019-04-24,2022-12-31,"Markiro Market Place, Inc.",Lambert's Market Place,No singles hiring uniformed security guard on site Installation an ID scanner cameras sale nips Single serve wine or beer Owner will not advertise alcohol,"a/k/a 140 Tremont Street Boston, MA 02111. Single story, one room, approximately 3,000 square feet.",,11:00 PM,,0.0," Markiro Market Place, Inc.", Hany Gad,,,10-  Temple PL,boston,MA,02111,"10-  Temple PL, Boston, MA, 02111",42.355569999986336,-71.06243000120118
92,LB-364899,,Active,CV7ALN - Neighborhood Restricted,2019-04-02,2022-12-31,"GM RESTAURANT ENTERPRISES, INC.",LA TERRAZA,,"In three floors, first floor to be used as a kitchen, dining room and service counter, second floor dining room, third floor for office space.  CAPACITY BREAKDOWN: 1ST FLOOR - 30, 2ND FLOOR - 50.",,2:00 AM,2:30 AM,80.0," GM RESTAURANT ENTERPRISES, INC.", Jorge E. Martinez,,(617)913-1201,19-   Bennington ST,eastboston,MA,02128,"19-   Bennington ST, East Boston, MA, 02128",42.37510299959769,-71.03799300079574
93,LB-382579,,Active,BYOB Bring Your Own Bottle,2019-03-20,2022-12-31,"JJ and JP, Inc.",Vaisakhi Indian Kitchen,,"Has applied for a B.Y.O.B (Bring Your Own Bottle) License to be exercised on the above - First floor kitchen and dining; with bathroom and basement. Baljit Singh, Manager. Hours of Operation: Monday - Friday 11:30 AM-10:30 PM.",5:00 PM,10:30 PM,11:00 PM,28.0," JJ and JP, Inc.",Baljit Singh,(617)505-5932,,157-   Sutherland RD,brighton,MA,02135,"157-   Sutherland RD, Brighton, MA, 02135",42.34109117176363,-71.14683897775262
94,LB-379141,,Active,CV7 All Alc. Airp.,2019-03-15,2022-12-31,"SSP America BOS, LLC",Shojo,Board granted petition to serve alcoholic beverages 10 00 AM on Sundays," (2) Two story building/airport. One room on 2nd floor to be licensed 1,087 Sq Ft total.",,10:00 PM,10:30 PM,27.0," SSP America BOS, LLC", Jacqueline O. Genao,,,300     Logan Airport Terminal C  ,eastboston,MA,02128,"300     Logan Airport Terminal C  , East Boston, MA, 02128",34.24438675300125,-73.6513909034731
95,LB-382644,,Active,CV7 All Alc. Airp.,2019-03-08,2022-12-31,"Delaware North Boston Flight, LLC",Boston Bruins Bar,,"Full service bar in terminal A, Space AS-A07/17 in Boston Airport. In one room one floor 2 entrances 2 exits. Approx. total sq. ft. 1,430. Seating consist of 20 stools at bar (which includes 2 handicap), table seating for 20 and 5 stools at a counter top.",,2:00 AM,2:30 AM,56.0," Delaware North Boston Flight, LLC", Mark V. Clemency,,,100     Terminal RD,eastboston,MA,02128,"100     Terminal RD, East Boston, MA, 02128",42.36453986074342,-71.02181743226055
96,LB-381128,,Active,Inn. All Alc. Restrict.,2019-03-07,2022-12-31,"MVC 40B, LLC",The Revolution Hotel,,"Eight floor hotel, with 7 guest floors with 32 rooms per floor, 2500 SF  year round patio on private property midnight closing hour, lobby, basement function area, and restaurant, total usable total floor area of 73,000 SF.",,2:00 AM,2:30 AM,0.0," MVC 40B, LLC", JACK BARDY,(617)375-2524,,40-   Berkeley ST,boston,MA,02116,"40-   Berkeley ST, Boston, MA, 02116",42.345939999786815,-71.0709000014909
97,LB-381261,,Active,CV7 Malt Wine Liq.,2019-02-22,2022-12-31,Post Office Square Redevelopment Corporation,,BOARD ABCC APPROVED petitition an approval management agreement between Post Office Square Redevelopment Corporation ZAT LLC,"Cafe on one (1) floor including an outdoor deck and patio. Cafe consists of +/- 970 sq. ft. with seating for thirty (30) patrons. Year-round outdoor patio consists of +/- 515 sq. ft. with seating for twenty (20) patrons. Year-round outdoor deck consists of +/- 1,425 sq. ft. with seating for eighty-t",,11:00 PM,11:30 PM,132.0, Post Office Square Redevelopment Corporation, Jared Maurice Mancini,(617)307-5064,,152-158  Congress ST,boston,MA,02110,"152-158  Congress ST, Boston, MA, 02110",42.35603330438763,-71.05529812181669
